File,Date,word_count,JustClean,JustAfford,JustReliable,JustSustain,JustModern,CleanSent,AffordSent,ReliableSent,SustainSent,ModernSent,GreenJobSent,ScientistSent
https://www.govinfo.gov/content/pkg/CHRG-109shrg23940/html/CHRG-109shrg23940.htm,2005-06-15,13140,1,1,0,0,0,2,1,1,0,0,0,0
https://www.govinfo.gov/content/pkg/CHRG-109hhrg21883/html/CHRG-109hhrg21883.htm,2005-06-16,29227,2,2,0,0,1,1,1,0,1,0,0,0
https://www.govinfo.gov/content/pkg/CHRG-109shrg26670/html/CHRG-109shrg26670.htm,2005-07-26,34868,21,7,6,3,2,19,8,5,9,1,0,0
https://www.govinfo.gov/content/pkg/CHRG-109hhrg22655/html/CHRG-109hhrg22655.htm,2005-07-27,99,0,0,0,0,0,0,0,0,0,0,0,0
https://www.govinfo.gov/content/pkg/CHRG-109jhrg24915/html/CHRG-109jhrg24915.htm,2005-07-28,34957,15,7,4,15,0,11,8,3,10,0,0,0
https://www.govinfo.gov/content/pkg/CHRG-109shrg66218/html/CHRG-109shrg66218.htm,2005-09-21,95097,26,18,7,6,5,20,10,5,2,5,0,0
https://www.govinfo.gov/content/pkg/CHRG-109shrg33726/html/CHRG-109shrg33726.htm,2005-09-27,48459,1,0,8,2,1,2,2,1,3,1,0,0
https://www.govinfo.gov/content/pkg/CHRG-109hhrg24254/html/CHRG-109hhrg24254.htm,2005-10-07,14965,1,0,0,0,0,1,0,0,0,0,0,0
https://www.govinfo.gov/content/pkg/CHRG-109shrg26253/html/CHRG-109shrg26253.htm,2005-10-18,17513,1,3,2,1,0,2,3,3,0,0,0,0
https://www.govinfo.gov/content/pkg/CHRG-109hhrg26999/html/CHRG-109hhrg26999.htm,2005-10-19,18296,4,2,0,0,0,4,0,0,0,0,0,0
https://www.govinfo.gov/content/pkg/CHRG-109shrg27404/html/CHRG-109shrg27404.htm,2005-11-02,68906,6,3,1,0,6,10,1,1,6,2,0,0
"https://www.govinfo.gov/content/pkg/CHRG-109shrg26108/html/CHRG-109shrg26108.htm,https://www.govinfo.gov/content/pkg/CHRG-109shrg28421/html/CHRG-109shrg28421.htm",2005-11-09,253041,84,22,38,18,12,67,18,26,21,9,0,0
https://www.govinfo.gov/content/pkg/CHRG-109shrg26921/html/CHRG-109shrg26921.htm,2005-11-15,35043,29,0,4,0,0,15,0,0,0,0,0,0
https://www.govinfo.gov/content/pkg/CHRG-109hhrg25627/html/CHRG-109hhrg25627.htm,2005-12-07,42429,6,2,5,5,1,6,2,2,5,0,0,0
https://www.govinfo.gov/content/pkg/CHRG-109hhrg26814/html/CHRG-109hhrg26814.htm,2006-01-19,34442,11,0,0,0,0,7,0,0,0,0,0,0
https://www.govinfo.gov/content/pkg/CHRG-109shrg33417/html/CHRG-109shrg33417.htm,2006-02-01,52207,5,3,8,0,2,6,3,5,1,1,0,0
https://www.govinfo.gov/content/pkg/CHRG-109shrg27920/html/CHRG-109shrg27920.htm,2006-02-09,69412,83,5,13,4,1,60,5,15,5,3,0,0
https://www.govinfo.gov/content/pkg/CHRG-109shrg26985/html/CHRG-109shrg26985.htm,2006-02-15,32239,7,6,3,3,2,8,4,2,3,1,0,0
https://www.govinfo.gov/content/pkg/CHRG-109shrg27065/html/CHRG-109shrg27065.htm,2006-02-16,18691,5,0,0,0,0,3,0,0,0,0,0,0
