Word,Freq,Ignore,Bigram,Freq_b
metal,5.0,,work subcommittee,3
congresswoman,5.0,,dirksen senate,3
property,5.0,,building hon,3
embrace,5.0,,boxer chairman,3
enhanced,5.0,,committee presiding,3
allowing,5.0,,presiding present,3
struggling,5.0,,new layer,3
showed,5.0,,simple question,3
en,5.0,,job spain,3
congressional,5.0,,recent study,3
outcome,5.0,,great idea,3
somehow,5.0,,les energy,3
manner,5.0,,side effect,3
stem,5.0,,win win,3
recommend,5.0,,desperately need,3
processe,5.0,,proces create,3
chart,5.0,,state city,3
challenging,5.0,,dependence fossil,3
rail,5.0,,pew charitable,3
prosperity,5.0,,job worker,3
http,5.0,,replace lost,3
acting,5.0,,reduction greenhouse,3
modernize,5.0,,debate green,3
broader,5.0,,approximately million,3
percentage,5.0,,found green,3
appendix,5.0,,labor organization,3
table,5.0,,sierra club,3
revenue,5.0,,report entitled,3
substantial,5.0,,quality new,3
certification,5.0,,ten million,3
bold,5.0,,plant pueblo,3
estate,5.0,,cement steel,3
larger,5.0,,job th,3
begun,5.0,,thank chair,3
completed,5.0,,state missouri,3
dedicated,5.0,,holding hearing,3
combined,5.0,,local green,3
earth,5.0,,issued report,3
familiar,5.0,,hundred job,3
fail,5.0,,job work,3
numerou,5.0,,partnership industry,3
replacing,5.0,,foundation green,3
street,5.0,,put together,3
whitehouse,5.0,,bp solar,3
effectively,5.0,,venture capitalist,3
asthma,5.0,,come back,3
math,5.0,,toward clean,3
destroy,5.0,,put path,3
scheme,5.0,,increased job,3
language,5.0,,boxer holding,3
raising,5.0,,hon john,3
subsidized,5.0,,state wyoming,3
extent,5.0,,much chairman,3
dispute,5.0,,job unfortunately,3
wild,5.0,,subsidizing green,3
creator,5.0,,job promised,3
arent,5.0,,merkley opening,3
debate,5.0,,carlo university,3
joined,5.0,,created spain,3
name,5.0,,million per,3
solve,5.0,,focu green,3
se,5.0,,residential commercial,3
loser,5.0,,chair member,3
mexico,5.0,,committee thank,3
kirsten,5.0,,opportunity come,3
gillibrand,5.0,,job often,3
christopher,5.0,,job know,3
barbara,5.0,,madam chairwoman,3
letter,5.0,,many state,3
exactly,5.0,,goal green,3
calzada,5.0,,percent green,3
juan,5.0,,percent renewable,3
carlo,5.0,,electricity standard,3
burlington,5.0,,state achieve,3
vision,5.0,,creation economic,3
changing,5.0,,role natural,3
entitled,5.0,,building green,3
raised,5.0,,infrastructure green,3
killed,5.0,,revolving loan,3
operate,5.0,,property owner,3
closure,5.0,,related project,3
chance,5.0,,largest source,3
renewed,5.0,,power create,3
reach,5.0,,carbon free,3
faster,5.0,,job real,3
certificate,5.0,,boxer thank,3
flexibility,5.0,,development issue,3
chairwoman,5.0,,clean technology,3
palmer,5.0,,creating energy,3
consent,5.0,,job nuclear,3
drilling,5.0,,nuclear job,3
technique,5.0,,coal job,3
welfare,5.0,,job unemployment,3
compromise,5.0,,need job,3
happy,5.0,,question chairman,3
testify,5.0,,job moving,3
successfully,5.0,,destroy job,3
collection,5.0,,sure worker,3
massive,5.0,,impact cap,3
disruption,5.0,,budget office,3
near,5.0,,take account,3
stimulating,5.0,,leader green,3
dear,5.0,,role helping,3
graduate,5.0,,job let,3
connection,5.0,,like thank,3
bottom,5.0,,job able,3
awarded,5.0,,job continue,3
workplace,5.0,,opportunity testify,3
newest,5.0,,community often,3
reported,5.0,,demonstration project,3
rogan,5.0,,community worker,3
locally,5.0,,investment energy,3
friend,5.0,,energy investment,3
appalachian,5.0,,interest consumer,3
permit,5.0,,job believe,3
desire,5.0,,carbon footprint,3
