Word,Freq,Ignore,Bigram,Freq_b
,,,ye mechanism,1
,,,mechanism put,1
,,,place ensure,1
,,,ensure fuel,1
,,,fuel emission,1
,,,allowance fact,1
,,,fact keep,1
,,,keep price,1
,,,price check,1
,,,check tha,1
,,,tha sir,1
,,,sir seriou,1
,,,seriou thing,1
,,,say publicly,1
,,,publicly say,1
,,,say barton,1
,,,barton direct,1
,,,cousin correct,1
,,,correct barton,1
,,,barton care,1
,,,care speculate,1
,,,speculate many,1
,,,losse going,1
,,,job level,1
,,,level going,1
,,,going compensated,1
,,,compensated get,1
,,,cousin dont,1
,,,dont job,1
,,,area right,1
,,,right economist,1
,,,economist even,1
,,,even wouldnt,1
,,,wouldnt know,1
,,,know speculate,1
,,,speculate think,1
,,,think many,1
,,,many paying,1
,,,paying hour,1
,,,hour range,1
,,,range barton,1
,,,barton montgomery,1
,,,montgomery th,1
,,,th time,1
,,,time running,1
,,,running dont,1
,,,know seen,1
,,,seen spain,1
,,,study cap,1
,,,trade country,1
,,,country affected,1
,,,going proces,1
,,,proces identified,1
,,,identified every,1
,,,every quote,1
,,,quote unquote,1
,,,unquote green,1
,,,effect green,1
,,,nine temporary,1
,,,job looked,1
,,,looked permanent,1
,,,job standpoint,1
,,,standpoint every,1
,,,job talk,1
,,,lost talked,1
,,,talked india,1
,,,india building,1
,,,building refinery,1
,,,refinery basically,1
,,,basically take,1
,,,take placenk,1
,,,placenk need,1
,,,legislation think,1
,,,think critically,1
,,,important many,1
,,,many reason,1
,,,reason first,1
,,,america developed,1
,,,developed technology,1
,,,let use,1
,,,use technology,1
,,,let create,1
,,,america help,1
,,,help economy,1
,,,help national,1
,,,security les,1
,,,les dependence,1
,,,source certainly,1
,,,certainly help,1
,,,environment dealing,1
,,,dealing problem,1
,,,problem carbon,1
,,,emission think,1
,,,think nity,1
,,,nity front,1
,,,front addres,1
,,,addres economic,1
,,,crisi new,1
,,,market greatest,1
,,,greatest market,1
,,,market opportunity,1
,,,opportunity generation,1
,,,generation bill,1
,,,bill able,1
,,,able begin,1
,,,addres turn,1
,,,around create,1
,,,sector enormou,1
,,,york state,1
,,,state wind,1
,,,solar biofuel,1
,,,biofuel hydropower,1
,,,hydropower enormou,1
,,,enormou amount,1
,,,amount natural,1
,,,resource draw,1
,,,draw upon,1
,,,upon strong,1
,,,strong agricultural,1
,,,agricultural sector,1
,,,sector strong,1
,,,strong manufacturing,1
,,,manufacturing sec,1
,,,sec ng,1
,,,ng energy,1
,,,energy fairly,1
,,,fairly large,1
,,,large campu,1
,,,campu sustainable,1
,,,efficiency virtually,1
,,,virtually completely,1
,,,completely percent,1
,,,percent went,1
,,,went plant,1
,,,plant campu,1
,,,campu using,1
,,,using wood,1
,,,wood chip,1
,,,chip replacing,1
,,,replacing oil,1
,,,oil saving,1
,,,creating local,1
,,,job cutting,1
,,,cutting back,1
,,,emission experiment,1
,,,experiment plant,1
,,,plant willow,1
,,,willow tree,1
,,,tree used,1
,,,used part,1
,,,part fuel,1
,,,fuel think,1
,,,potential mentioned,1
,,,mentioned ken,1
,,,ken salazar,1
,,,salazar many,1
,,,many solar,1
,,,solar thermal,1
,,,thermal southwest,1
,,,southwest part,1
,,,country extrao,1
,,,extrao whose,1
,,,whose study,1
,,,job national,1
,,,commerce study,1
,,,per every,1
,,,every study,1
,,,study looked,1
,,,looked question,1
,,,question say,1
,,,job ye,1
,,,created far,1
,,,far outnumbered,1
,,,outnumbered lost,1
,,,bill got,1
,,,got something,1
,,,something know,1
,,,know congres,1
,,,congres got,1
,,,got huge,1
,,,huge unemployment,1
,,,unemployment section,1
,,,section people,1
,,,people lose,1
,,,bill generou,1
,,,generou unemployment,1
,,,unemployment government,1
,,,government pay,1
,,,pay percent,1
,,,percent yo,1
,,,yo iron,1
,,,iron ship,1
,,,ship builder,1
,,,builder blacksmith,1
,,,blacksmith forger,1
,,,forger helper,1
,,,helper international,1
,,,brotherhood electrical,1
,,,electrical worker,1
,,,brotherhood teamster,1
,,,teamster sheet,1
,,,association worker,1
,,,worker america,1
,,,america recognize,1
,,,recognize cap,1
,,,cap greenhouse,1
,,,pollution surest,1
,,,surest way,1
,,,economy respectfully,1
,,,ask senate,1
,,,senate bold,1
,,,bold house,1
,,,house overhaul,1
,,,overhaul economy,1
,,,economy free,1
,,,free addiction,1
,,,addiction imported,1
,,,oil ask,1
,,,ask ignore,1
,,,ignore scare,1
,,,scare tactic,1
,,,tactic funded,1
,,,funded interest,1
,,,interest answer,1
,,,answer th,1
,,,th people,1
,,,provide presentation,1
,,,presentation upgrading,1
,,,upgrading street,1
,,,light city,1
,,,city light,1
,,,light led,1
,,,led something,1
,,,something looking,1
,,,looking paid,1
,,,paid guaranteed,1
,,,guaranteed energy,1
,,,saving accrue,1
,,,accrue installation,1
,,,installation said,1
,,,earlier green,1
,,,technology green,1
,,,really driven,1
,,,driven summer,1
,,,summer youth,1
,,,youth employment,1
,,,employment community,1
,,,led healthier,1
,,,healthier community,1
,,,community young,1
,,,people learning,1
,,,learning quantifiable,1
,,,quantifiable skill,1
,,,skill boxer,1
,,,boxer excellent,1
,,,excellent whitehouse,1
,,,whitehouse willing,1
,,,willing take,1
,,,take gavel,1
,,,gavel n,1
,,,n opportunity,1
,,,opportunity fetterman,1
,,,fetterman see,1
,,,see absolutely,1
,,,absolutely opportunity,1
,,,opportunity example,1
,,,example right,1
,,,next town,1
,,,town border,1
,,,border known,1
,,,known kerry,1
,,,kerry furnace,1
,,,furnace site,1
,,,site abandoned,1
,,,abandoned steel,1
,,,mill acre,1
,,,acre purposing,1
,,,purposing essentially,1
,,,essentially green,1
,,,green enterprise,1
,,,enterprise zone,1
,,,zone encouraging,1
,,,encouraging manufacturer,1
,,,manufacturer effectively,1
,,,effectively set,1
,,,set shop,1
,,,shop bring,1
,,,job mon,1
,,,mon valley,1
,,,valley tangentially,1
,,,tangentially speaking,1
,,,speaking braddock,1
,,,braddock highest,1
,,,highest youth,1
,,,youth asthma,1
,,,asthma rate,1
,,,rate community,1
,,,community believe,1
,,,believe western,1
,,,pennsylvania air,1
,,,quality something,1
,,,something take,1
,,,take seriously,1
,,,seriously impact,1
,,,impact measurable,1
,,,measurable children,1
,,,children qumany,1
,,,qumany quote,1
,,,quote along,1
,,,along line,1
,,,line mind,1
,,,mind read,1
,,,read economic,1
,,,analysi waxman,1
,,,markey commission,1
,,,commission harry,1
,,,harry group,1
,,,group national,1
,,,commerce report,1
,,,found quoting,1
,,,quoting report,1
,,,report alford,1
,,,alford claim,1
,,,claim greenhouse,1
,,,gas cap,1
,,,black cha,1
,,,cha mber,1
,,,mber study,1
,,,might created,1
,,,created word,1
,,,word green,1
,,,reduction somewhere,1
,,,somewhere million,1
,,,reduction taking,1
,,,taking green,1
,,,job math,1
,,,math want,1
,,,little ort,1
,,,ort found,1
,,,found claim,1
,,,claim ghg,1
,,,ghg cap,1
,,,chamber study,1
,,,markey destroy,1
,,,destroy elsewhere,1
,,,economy total,1
,,,reduction million,1
,,,reduction including,1
,,,fact cap,1
,,,cap trader,1
,,,trader dont,1
,,,want public,1
,,,public know,1
,,,know final,1
,,,final analysi,1
,,,analysi despite,1
,,,despite supporter,1
,,,say waxman,1
,,,bill big,1
,,,government pink,1
,,,pink slip,1
,,,slip heard,1
,,,heard similar,1
,,,similar claim,1
,,,claim government,1
,,,government c,1
,,,c urnal,1
,,,urnal cumulative,1
,,,losse last,1
,,,month greater,1
,,,greater half,1
,,,half period,1
,,,period since,1
,,,since world,1
,,,world war,1
,,,war ii,1
,,,ii including,1
,,,including military,1
,,,military demobilization,1
,,,demobilization war,1
,,,war question,1
,,,question trust,1
,,,trust talk,1
,,,talk creating,1
,,,job watch,1
,,,watch argue,1
,,,argue policy,1
,,,job case,1
,,,case waxman,1
,,,markey advocate,1
,,,advocate failed,1
,,,failed stimulu,1
,,,bill pushing,1
,,,pushing another,1
,,,another big,1
,,,government scheme,1
,,,scheme create,1
,,,job hasnt,1
,,,hasnt worked,1
,,,worked stimulu,1
,,,stimulu wont,1
,,,wont work,1
,,,work cap,1
,,,trade let,1
,,,take analysi,1
,,,analysi step,1
,,,step th,1
,,,th million,1
,,,saved created,1
,,,created unemployment,1
,,,unemployment exceed,1
,,,exceed percent,1
,,,percent supporter,1
,,,supporter ace,1
,,,ace claim,1
,,,claim bill,1
,,,much climate,1
,,,change bill,1
,,,bill claim,1
,,,claim job,1
,,,package say,1
,,,might make,1
,,,people inside,1
,,,inside washington,1
,,,washington think,1
,,,think folk,1
,,,folk outside,1
,,,outside beltway,1
,,,beltway find,1
,,,find odd,1
,,,odd called,1
,,,called job,1
,,,language subsidize,1
,,,bill n,1
,,,must remain,1
,,,remain competitive,1
,,,competitive globally,1
,,,globally need,1
,,,price businesse,1
,,,businesse family,1
,,,family end,1
,,,goal must,1
,,,must everything,1
,,,everything keep,1
,,,state find,1
,,,find way,1
,,,way add,1
,,,need carper,1
,,,carper left,1
,,,left said,1
,,,said committee,1
,,,committee ever,1
,,,ever quote,1
,,,quote einstein,1
,,,einstein know,1
,,,know einstein,1
,,,einstein magic,1
,,,magic formula,1
,,,formula e,1
,,,e equal,1
,,,equal mc,1
,,,mc squared,1
,,,squared want,1
,,,want quote,1
,,,quote specific,1
,,,specific formula,1
,,,formula bu,1
,,,bu lso,1
,,,lso agree,1
,,,agree china,1
,,,china going,1
,,,going accept,1
,,,accept something,1
,,,like cap,1
,,,trade talk,1
,,,job disturbing,1
,,,disturbing report,1
,,,report presented,1
,,,presented alford,1
,,,alford cap,1
,,,even including,1
,,,gain national,1
,,,commerce ranking,1
,,,member outlined,1
,,,outlined commissioned,1
,,,commissioned economic,1
,,,analysi house,1
,,,bill found,1
,,,found cap,1
,,,trade cut,1
,,,cut net,1
,,,net employment,1
,,,employment million,1
,,,per even,1
,,,even accounting,1
,,,accounting new,1
,,,new g,1
,,,g reen,1
,,,reen job,1
,,,job next,1
,,,week opportunity,1
,,,opportunity talk,1
,,,job productive,1
,,,productive green,1
,,,job simply,1
,,,simply subsidized,1
,,,subsidized great,1
,,,great extent,1
,,,extent taxpayer,1
,,,taxpayer important,1
,,,important matter,1
,,,matter say,1
,,,markey significant,1
,,,los higher,1
,,,make desirable,1
,,,desirable green,1
,,,must pursue,1
,,,pursue afford,1
,,,afford buy,1
,,,buy many,1
,,,many finding,1
,,,finding national,1
,,,commerce show,1
,,,show million,1
,,,million jo,1
,,,jo waxman,1
,,,waxman proposal,1
,,,proposal indeed,1
,,,indeed region,1
,,,country impacted,1
,,,impacted midwest,1
,,,midwest ohio,1
,,,ohio get,1
,,,get percent,1
,,,coal bill,1
,,,think without,1
,,,creator think,1
,,,think inhofe,1
,,,inhofe good,1
,,,said bill,1
,,,worker assistance,1
,,,program basically,1
,,,basically anticipate,1
,,,anticipate going,1
,,,going lose,1
,,,try compensate,1
,,,compensate tho,1
,,,tho rely,1
,,,rely coal,1
,,,coal percent,1
,,,electricity demand,1
,,,demand large,1
,,,large manufacturing,1
,,,base much,1
,,,much lose,1
,,,lose proposal,1
,,,proposal bill,1
,,,fact author,1
,,,author legislation,1
,,,legislation included,1
,,,included proposal,1
,,,proposal numerou,1
,,,numerou provision,1
,,,provision provide,1
,,,assistance worker,1
,,,result program,1
,,,program example,1
,,,example bill,1
,,,worker sed,1
,,,sed bill,1
,,,bill allocation,1
,,,formula ohio,1
,,,ohio emission,1
,,,emission reveal,1
,,,reveal ohio,1
,,,ohio family,1
,,,worker subsidizing,1
,,,subsidizing competitor,1
,,,competitor tune,1
,,,tune million,1
,,,million assuming,1
,,,assuming modest,1
,,,modest carbon,1
,,,carbon price,1
,,,price per,1
,,,ton first,1
,,,first program,1
,,,program alone,1
,,,alone perhap,1
,,,perhap green,1
,,,markey proponent,1
,,,proponent referencing,1
,,,referencing arent,1
,,,arent actually,1
,,,china note,1
,,,note ge,1
,,,ge discus,1
,,,discus competitivenes,1
,,,competitivenes issue,1
,,,issue associated,1
,,,associated bill,1
,,,bill unfortunately,1
,,,unfortunately increased,1
,,,increased globalization,1
,,,globalization ever,1
,,,ever comple,1
,,,comple market,1
,,,market according,1
,,,labor increase,1
,,,increase contributed,1
,,,contributed los,1
,,,people engaged,1
,,,engaged debate,1
,,,debate play,1
,,,climate policy,1
,,,movement advanced,1
,,,advanced environmental,1
,,,environmental establishment,1
,,,establishment trying,1
,,,claim cap,1
,,,trade result,1
,,,result net,1
,,,creation r,1
,,,r inhofe,1
,,,inhofe fine,1
,,,fine boxer,1
,,,boxer ok,1
,,,ok inhofe,1
,,,inhofe opening,1
,,,chair brief,1
,,,brief say,1
,,,say oregon,1
,,,rate job,1
,,,economy brightest,1
,,,brightest hope,1
,,,hope putting,1
,,,putting economy,1
,,,economy track,1
,,,track belief,1
,,,belief economy,1
,,,strategy joined,1
,,,joined hip,1
,,,hip interested,1
,,,interested detail,1
,,,detail presenting,1
,,,presenting committe,1
,,,committe rchasing,1
,,,rchasing power,1
,,,power decline,1
,,,decline adjusted,1
,,,adjusted base,1
,,,base income,1
,,,level wage,1
,,,wage return,1
,,,investment fall,1
,,,fall lowering,1
,,,lowering productivity,1
,,,productivity growth,1
,,,reducing employment,1
,,,opportunity wage,1
,,,wage les,1
,,,job whatever,1
,,,whatever gained,1
,,,gained swamped,1
,,,impact adversely,1
,,,affect group,1
,,,put businesse,1
,,,businesse competitive,1
,,,competitive disadvantage,1
,,,disadvantage vi,1
,,,vi vi,1
,,,vi china,1
,,,india world,1
,,,world open,1
,,,open factory,1
,,,factory businesse,1
,,,businesse can,1
,,,not afford,1
,,,afford bui,1
,,,bui pursuing,1
,,,pursuing answer,1
,,,answer certainly,1
,,,think compete,1
,,,compete china,1
,,,india country,1
,,,think saying,1
,,,saying need,1
,,,need intelligently,1
,,,intelligently need,1
,,,need without,1
,,,without hurting,1
,,,hurting still,1
,,,still trying,1
,,,trying find,1
,,,job asked,1
,,,job guru,1
,,,guru variou,1
,,,variou source,1
,,,source draw,1
,,,draw picture,1
,,,picture green,1
,,,yet understand,1
,,,understand remind,1
,,,remind dot,1
,,,dot com,1
,,,com bubble,1
,,,bubble know,1
,,,know everything,1
,,,everything going,1
,,,going seamles,1
,,,seamles virtual,1
,,,virtual green,1
,,,job say,1
,,,say leave,1
,,,detroit go,1
,,,go montana,1
,,,montana get,1
,,,get wrench,1
,,,wrench work,1
,,,work windmill,1
,,,windmill nd,1
,,,nd going,1
,,,happen boxer,1
,,,boxer sir,1
,,,sir invite,1
,,,invite come,1
,,,come home,1
,,,state sincere,1
,,,sincere alford,1
,,,alford native,1
,,,native californian,1
,,,californian madam,1
,,,boxer let,1
,,,let go,1
,,,go alford,1
,,,alford go,1
,,,go time,1
,,,time boxe,1
,,,boxe er,1
,,,er report,1
,,,report university,1
,,,massachusett conjunction,1
,,,conjunction center,1
,,,progres looked,1
,,,looked state,1
,,,level clean,1
,,,sector sector,1
,,,sector almost,1
,,,almost component,1
,,,component component,1
,,,component level,1
,,,level green,1
,,,created conclusion,1
,,,conclusion report,1
,,,net created,1
,,,created appropriate,1
,,,appropriate proper,1
,,,sector alford,1
,,,alford may,1
,,,may respond,1
,,,respond since,1
,,,since name,1
,,,name called,1
,,,called madam,1
,,,chairman e,1
,,,e heat,1
,,,heat home,1
,,,home use,1
,,,fuel get,1
,,,job alford,1
,,,alford talking,1
,,,talking spending,1
,,,energy wasteful,1
,,,wasteful talking,1
,,,keeping kid,1
,,,kid warm,1
,,,warm cooking,1
,,,cooking dinner,1
,,,dinner getting,1
,,,getting work,1
,,,going back,1
,,,back job,1
,,,got chapter,1
,,,chapter california,1
,,,job face,1
,,,face want,1
,,,including richmond,1
,,,richmond oakland,1
,,,oakland san,1
,,,francisco want,1
,,,go personally,1
,,,personally see,1
,,,yet r,1
,,,r california,1
,,,california state,1
,,,state university,1
,,,university question,1
,,,los already,1
,,,experiencing california,1
,,,california done,1
,,,done alford,1
,,,alford last,1
,,,last time,1
,,,time checked,1
,,,checked california,1
,,,california economic,1
,,,economic basket,1
,,,basket case,1
,,,going solve,1
,,,solve know,1
,,,know need,1
,,,need find,1
,,,green solution,1
,,,solution true,1
,,,true need,1
,,,policy law,1
,,,law written,1
,,,written policy,1
,,,not compete,1
,,,compete brazil,1
,,,brazil country,1
,,,country overlook,1
,,,overlook underlook,1
,,,underlook nuclear,1
,,,nuclear energ,1
,,,energ disproportionate,1
,,,disproportionate share,1
,,,share inhofe,1
,,,inhofe say,1
,,,say looking,1
,,,looking energy,1
,,,policy think,1
,,,speak everyone,1
,,,everyone right,1
,,,right podium,1
,,,podium energy,1
,,,energy proposal,1
,,,proposal policy,1
,,,policy called,1
,,,called want,1
,,,want wind,1
,,,wind want,1
,,,want geothermal,1
,,,geothermal want,1
,,,want solar,1
,,,energy want,1
,,,want oil,1
,,,gas opportunity,1
,,,opportunity right,1
,,,right could,1
,,,could become,1
,,,become energy,1
,,,energy sufficient,1
,,,sufficient matter,1
,,,matter open,1
,,,open opportunity,1
,,,opportunity exploit,1
,,,exploit reso,1
,,,reso ove,1
,,,ove forward,1
,,,forward hear,1
,,,hear carper,1
,,,carper referenced,1
,,,referenced document,1
,,,document follow,1
,,,format carper,1
,,,carper thank,1
,,,much question,1
,,,question want,1
,,,ask doerr,1
,,,doerr krenicki,1
,,,krenicki talk,1
,,,little green,1
,,,creating seeing,1
,,,seeing created,1
,,,created call,1
,,,call let,1
,,,let note,1
,,,note issue,1
,,,issue whether,1
,,,whether global,1
,,,warming legislation,1
,,,trade regime,1
,,,regime somehow,1
,,,somehow disproportionately,1
,,,disproportionately impact,1
,,,impact min,1
,,,min mp,1
,,,mp family,1
,,,family huge,1
,,,huge burden,1
,,,burden even,1
,,,even folk,1
,,,folk might,1
,,,might lowest,1
,,,lowest percent,1
,,,percent certainly,1
,,,certainly use,1
,,,use might,1
,,,might fortunate,1
,,,fortunate let,1
,,,let hear,1
,,,hear first,1
,,,first two,1
,,,two witnesse,1
,,,witnesse talk,1
,,,job involved,1
,,,involved creating,1
,,,creating dupont,1
,,,dupont company,1
,,,company week,1
,,,ago working,1
,,,working thin,1
,,,thin film,1
,,,film used,1
,,,used solar,1
,,,solar operation,1
,,,operation permeable,1
,,,permeable film,1
,,,film three,1
,,,three thousandth,1
,,,thousandth thicknes,1
,,,thicknes se,1
,,,se prediction,1
,,,prediction even,1
,,,even day,1
,,,day ahead,1
,,,ahead impossible,1
,,,impossible discussing,1
,,,discussing debating,1
,,,debating kind,1
,,,kind issue,1
,,,issue kind,1
,,,back einstein,1
,,,einstein alford,1
,,,alford appreciate,1
,,,appreciate written,1
,,,testimony talked,1
,,,talked green,1
,,,gain swamped,1
,,,los think,1
,,,went say,1
,,,say impact,1
,,,impact differ,1
,,,differ acros,1
,,,acros region,1
,,,region acros,1
,,,acros industry,1
,,,industry acros,1
,,,acros income,1
,,,level wonder,1
,,,wonder take,1
,,,take little,1
,,,bit time,1
,,,time elaborate,1
,,,elaborate region,1
,,,lose ited,1
,,,ited state,1
,,,texa illinoi,1
,,,illinoi indiana,1
,,,indiana michigan,1
,,,ohio going,1
,,,going affected,1
,,,going mas,1
,,,mas migration,1
,,,migration going,1
,,,going grape,1
,,,grape wrath,1
,,,wrath leave,1
,,,detroit cleveland,1
,,,cleveland head,1
,,,head idaho,1
,,,idaho green,1
,,,job start,1
,,,start think,1
,,,happen family,1
,,,family going,1
,,,happen children,1
,,,children going,1
,,,happen future,1
,,,future think,1
,,,look take,1
,,,take hard,1
,,,hard look,1
,,,look come,1
,,,come strategy,1
,,,strategy uto,1
,,,uto company,1
,,,company instead,1
,,,instead putting,1
,,,putting oversea,1
,,,oversea see,1
,,,see concern,1
,,,concern exclusively,1
,,,exclusively focusing,1
,,,focusing winner,1
,,,loser renewable,1
,,,standard acros,1
,,,board clean,1
,,,standard focusing,1
,,,job remembering,1
,,,remembering cheap,1
,,,cheap clean,1
,,,provide largest,1
,,,part good,1
,,,good part,1
,,,part small,1
,,,small doerr,1
,,,doerr agree,1
,,,agree green,1
,,,job misnomer,1
,,,misnomer green,1
,,,job limiting,1
,,,limiting talking,1
,,,job engineering,1
,,,job constru,1
,,,constru ction,1
,,,ction job,1
,,,come america,1
,,,america committing,1
,,,committing low,1
,,,future alexander,1
,,,alexander way,1
,,,create largest,1
,,,green kind,1
,,,build new,1
,,,plant welder,1
,,,welder construction,1
,,,job manufacturer,1
,,,manufacturer many,1
,,,many describing,1
,,,describing thank,1
,,,chairman generou,1
,,,generou time,1
,,,time boxer,1
,,,boxer sena,1
,,,sena people,1
,,,going unemployed,1
,,,unemployed going,1
,,,going recourse,1
,,,recourse whatsoever,1
,,,whatsoever government,1
,,,government failed,1
,,,failed want,1
,,,want take,1
,,,take want,1
,,,want board,1
,,,board hold,1
,,,hold board,1
,,,board meeting,1
,,,meeting san,1
,,,francisco topic,1
,,,topic green,1
,,,want get,1
,,,get bu,1
,,,bu go,1
,,,go see,1
,,,see boxer,1
,,,boxer absolutely,1
,,,absolutely alford,1
,,,alford ye,1
,,,ye madam,1
,,,boxer already,1
,,,already called,1
,,,called ahead,1
,,,ahead apollo,1
,,,apollo alliance,1
,,,alliance asked,1
,,,asked something,1
,,,like decide,1
,,,decide wclean,1
,,,wclean energy,1
,,,view senate,1
,,,form available,1
,,,world wide,1
,,,wide web,1
,,,web httpwwwgpogovfdsy,1
,,,httpwwwgpogovfdsy hrg,1
,,,format missouri,1
,,,n tatement,1
,,,tatement response,1
,,,boxer additional,1
,,,material letter,1
,,,letter arkansa,1
,,,representative john,1
,,,john lowery,1
,,,lowery jr,1
,,,jr chemtura,1
,,,chemtura july,1
,,,july green,1
,,,job ole,1
,,,ole spanish,1
,,,spanish clean,1
,,,energy push,1
,,,push cautionary,1
,,,cautionary tale,1
,,,tale article,1
,,,article wall,1
,,,wall street,1
,,,street journal,1
,,,journal march,1
,,,march page,1
,,,page house,1
,,,representative bill,1
,,,local vie,1
,,,vie w,1
,,,w tuesday,1
,,,tuesday july,1
,,,july senate,1
,,,inhofe carper,1
,,,carper lautenberg,1
,,,lautenberg cardin,1
,,,cardin sander,1
,,,sander reating,1
,,,reating new,1
,,,long replace,1
,,,henry waxm,1
,,,waxm official,1
,,,official keen,1
,,,keen first,1
,,,hand understanding,1
,,,understanding state,1
,,,community issue,1
,,,issue affect,1
,,,forward testimony,1
,,,testimony state,1
,,,state differ,1
,,,differ many,1
,,,many respect,1
,,,respect hear,1
,,,hear differing,1
,,,differing perspective,1
,,,perspective cap,1
,,,trade green,1
,,,job ive,1
,,,ive stated,1
,,,stated cap,1
,,,trade benefit,1
,,,benefit coast,1
,,,coast expense,1
,,,heartland cap,1
,,,trade divide,1
,,,divide rather,1
,,,rather unite,1
,,,unite america,1
,,,america behind,1
,,,behind sensible,1
,,,sensible workable,1
,,,workable energy,1
,,,policy fact,1
,,,fact clear,1
,,,clear testimony,1
,,,testimony arkansa,1
,,,representative xing,1
,,,xing creating,1
,,,long dont,1
,,,dont replace,1
,,,henry waxman,1
,,,waxman ar,1
,,,ar look,1
,,,look spain,1
,,,spain minute,1
,,,minute true,1
,,,true new,1
,,,farm form,1
,,,form alternative,1
,,,spain yet,1
,,,yet recent,1
,,,study gabriel,1
,,,calzada universidad,1
,,,carlo calculate,1
,,,calculate program,1
,,,destroyed nearly,1
,,,destroyed every,1
,,,created study,1
,,,study conclude,1
,,,conclude job,1
,,,job temporary,1
,,,temporary fact,1
,,,created actual,1
,,,actual operation,1
,,,operation maintenance,1
,,,maintenance new,1
,,,plant author,1
,,,author conclude,1
,,,conclude cost,1
,,,cost creating,1
,,,appear uniq,1
,,,uniq state,1
,,,vermont sander,1
,,,inhofe let,1
,,,let begin,1
,,,begin thanking,1
,,,thanking boxer,1
,,,boxer leadership,1
,,,leadership shown,1
,,,shown many,1
,,,many environmental,1
,,,issue crisi,1
,,,crisi global,1
,,,warming job,1
,,,creation creation,1
,,,thank let,1
,,,let former,1
,,,former mayor,1
,,,mayor burlington,1
,,,burlington vermont,1
,,,guest think,1
,,,think understand,1
,,,understand advantage,1
,,,advantage federalist,1
,,,federalist form,1
,,,form government,1
,,,government lot,1
,,,lot great,1
,,,idea taking,1
,,,place local,1
,,,local l,1
,,,l emission,1
,,,emission deal,1
,,,deal global,1
,,,warming issue,1
,,,issue dealing,1
,,,dealing importantly,1
,,,importantly boxer,1
,,,boxer indicated,1
,,,indicated midst,1
,,,midst major,1
,,,major recession,1
,,,recession need,1
,,,job break,1
,,,break dependency,1
,,,dependency foreign,1
,,,oil lower,1
,,,emission hearing,1
,,,hearing seem,1
,,,seem need,1
,,,need waging,1
,,,waging energy,1
,,,revolution nothing,1
,,,nothing les,1
,,,revolution mean,1
,,,mean need,1
,,,need future,1
,,,future create,1
,,,area wind,1
,,,biomas mas,1
,,,transportation area,1
,,,area cut,1
,,,cut back,1
,,,emission side,1
,,,effect cleaning,1
,,,cleaning country,1
,,,making healthier,1
,,,nation kid,1
,,,kid vermont,1
,,,vermont breathing,1
,,,breathing particulate,1
,,,particulate cause,1
,,,cause asthma,1
,,,asthma moving,1
,,,moving direction,1
,,,direction win,1
,,,situation energ,1
,,,energ kind,1
,,,kind mas,1
,,,transportation kind,1
,,,kind rural,1
,,,rural transportation,1
,,,transportation country,1
,,,country desperately,1
,,,right enormou,1
,,,opportunity front,1
,,,front lead,1
,,,world cutting,1
,,,world creating,1
,,,creating kind,1
,,,job people,1
,,,people desperately,1
,,,create cleaner,1
,,,cleaner healthier,1
,,,healthier america,1
,,,america prepared,1
,,,statement sander,1
,,,sander follow,1
,,,hon bernard,1
,,,sander state,1
,,,guest committee,1
,,,committee governor,1
,,,governor mayor,1
,,,mayor elected,1
,,,official great,1
,,,deal exciting,1
,,,exciting innovative,1
,,,innovative work,1
,,,work taking,1
,,,place state,1
,,,city throughout,1
,,,country breaking,1
,,,breaking dependence,1
,,,fuel foreign,1
,,,oil lowering,1
,,,emission proces,1
,,,proces moving,1
,,,moving creation,1
,,,creation million,1
,,,come learn,1
,,,learn effort,1
,,,effort see,1
,,,see washington,1
,,,city go,1
,,,go forward,1
,,,forward together,1
,,,together transforming,1
,,,transforming energy,1
,,,system global,1
,,,global environment,1
,,,environment opportunity,1
,,,opportunity reinvest,1
,,,reinvest job,1
,,,job olution,1
,,,olution potential,1
,,,planet devastating,1
,,,devastating damage,1
,,,damage caused,1
,,,caused global,1
,,,warming side,1
,,,effect clean,1
,,,water make,1
,,,make healthier,1
,,,nation big,1
,,,deal term,1
,,,creation let,1
,,,let say,1
,,,say word,1
,,,word country,1
,,,country learn,1
,,,learn direction,1
,,,direction going,1
,,,going next,1
,,,next estimated,1
,,,estimated pew,1
,,,trust som,1
,,,som e,1
,,,e green,1
,,,america include,1
,,,include wide,1
,,,wide range,1
,,,job every,1
,,,level education,1
,,,education every,1
,,,every skill,1
,,,set job,1
,,,job machinist,1
,,,machinist engineer,1
,,,engineer electrician,1
,,,electrician job,1
,,,worker weatherize,1
,,,weatherize older,1
,,,older home,1
,,,making far,1
,,,far e,1
,,,e bal,1
,,,bal warming,1
,,,pollution vision,1
,,,see new,1
,,,new future,1
,,,nation need,1
,,,independence environmental,1
,,,environmental sustainability,1
,,,sustainability drive,1
,,,drive economic,1
,,,growth hundred,1
,,,tomorrow million,1
,,,job according,1
,,,according pew,1
,,,trust green,1
,,,percent period,1
,,,period job,1
,,,percent according,1
,,,according center,1
,,,progres green,1
,,,green invest,1
,,,billion per,1
,,,per public,1
,,,public energy,1
,,,net new,1
,,,per almost,1
,,,job decade,1
,,,decade although,1
,,,job roughly,1
,,,roughly available,1
,,,available worker,1
,,,job replace,1
,,,lost manufacturing,1
,,,future producing,1
,,,producing quarter,1
,,,quarter electricity,1
,,,electricity clean,1
,,,clean sustainable,1
,,,source see,1
,,,see revitalized,1
