title,Date,word_count,JustClean,JustAfford,JustReliable,JustSustain,JustModern,CleanSent,AffordSent,ReliableSent,SustainSent,ModernSent,GreenJobSent,ScientistSent
"['Renewable Energy', 'Resources and Energy and Tourism: Skills Training Australia Pty Ltd (Question Nos 988 and 989)']",2012-05-28,187058,43,2,5,19,23,33,2,0,0,1,0,0
"['Clean Energy Finance Corporation Bill 2012, Clean Energy Legislation Amendment Bill 2012, Clean Energy (Customs Tariff Amendment) Bill 2012, Clean Energy (Excise Tariff Legislation Amendment) Bill 2012']",2012-05-29,155884,176,6,3,5,7,185,0,1,2,0,3,0
"['Greenhouse and Energy Minimum Standards Bill 2012', 'Greenhouse and Energy Minimum Standards (Registration Fees) Bill 2012', 'Clean Energy Finance Corporation Bill 2012, Clean Energy Legislation Amendment Bill 2012, Clean Energy (Customs Tariff Amendment) Bill 2012, Clean Energy (Excise Tariff Legislation Amendment) Bill 2012', 'Clean Energy Finance Corporation Bill 2012, Clean Energy Legislation Amendment Bill 2012, Clean Energy (Customs Tariff Amendment) Bill 2012, Clean Energy (Excise Tariff Legislation Amendment) Bill 2012', 'Clean Energy Finance Corporation Bill 2012, Clean Energy Legislation Amendment Bill 2012, Clean Energy (Customs Tariff Amendment) Bill 2012, Clean Energy (Excise Tariff Legislation Amendment) Bill 2012', 'Clean Energy Legislation Amendment Bill 2012', 'Clean Energy (Customs Tariff Amendment) Bill 2012', 'Clean Energy (Excise Tariff Legislation Amendment) Bill 2012', 'Richmond Electorate: Renewable Energy', 'Lyne Electorate: Clean Energy Forum']",2012-05-30,135394,258,4,5,18,7,254,4,1,8,1,0,0
['Renewable Energy'],2012-06-18,182887,32,9,4,20,10,30,3,0,7,0,2,1
"['Grey Electorate: Remote Area Energy Scheme', 'Renewable Energy Venture Capital Fund (Question No. 704)']",2012-06-21,98025,7,2,1,11,11,4,0,0,0,0,0,0
"['Clean Energy Finance Corporation Bill 2012, Clean Energy Legislation Amendment Bill 2012, Clean Energy (Customs Tariff Amendment) Bill 2012, Clean Energy (Excise Tariff Legislation Amendment) Bill 2012, Appropriation (Parliamentary Departments) Bill (No. 1) 2012-2013, Appropriation Bill (No. 1) 2012-2013, Appropriation Bill (No. 2) 2012-2013', 'Clean Energy Finance Corporation']",2012-06-26,131234,28,10,6,6,18,25,0,0,0,0,0,0
"[""Appropriation Bill (No. 1) 2012-2013, Appropriation Bill (No. 2) 2012-2013, Appropriation (Parliamentary Departments) Bill (No. 1) 2012-2013, Clean Energy (Excise Tariff Legislation Amendment) Bill 2012, Financial Framework Legislation Amendment Bill (No. 2) 2012, Broadcasting Services Amendment (Improved Access to Television Services) Bill 2012, Clean Energy Legislation Amendment Bill 2012, Clean Energy (Customs Tariff Amendment) Bill 2012, Tax Laws Amendment (Medicare Levy and Medicare Levy Surcharge) Bill 2012, National Health Amendment (Pharmaceutical Benefits Scheme) Bill 2012, Broadcasting Services Amendment (Digital Television) Bill 2012, Australian Human Rights Commission Amendment (National Children's Commissioner) Bill 2012, Antarctic Treaty (Environment Protection) Amendment Bill 2011, Superannuation Legislation Amendment (Stronger Super) Bill 2012, Superannuation Supervisory Levy Imposition Amendment Bill 2012, Fair Work (Registered Organisations) Amendment Bill 2012, Passenger Movement Charge Amendment Bill 2012, Pay As You Go Withholding Non-compliance Tax Bill 2012, Income Tax (Managed Investment Trust Withholding Tax) Amendment Bill 2012, Tax Laws Amendment (Managed Investment Trust Withholding Tax) Bill 2012, Social Security and Other Legislation Amendment (2012 Budget and Other Measures) Bill 2012, Tax Laws Amendment (2012 Measures No. 2) Bill 2012, Stronger Futures in the Northern Territory Bill 2012, Stronger Futures in the Northern Territory (Consequential and Transitional Provisions) Bill 2011, Social Security Legislation Amendment Bill 2011, Classification (Publications, Films and Computer Games) Amendment (R 18+ Computer Games) Bill 2012, Clean Energy Finance Corporation Bill 2012, National Vocational Education and Training Regulator (Charges) Bill 2012, Social Security Amendment (Supporting Australian Victims of Terrorism Overseas) Bill 2012, Parliamentary Counsel and Other Legislation Amendment Bill 2012, Water Efficiency Labelling and Standards Amendment (Scheme Enhancements) Bill 2012, Paid Parental Leave and Other Legislation Amendment (Dad and Partner Pay and Other Measures) Bill 2012, Electoral and Referendum Amendment (Maintaining Address) Bill 2011, Electoral and Referendum Amendment (Protecting Elector Participation) Bill 2012, National Broadcasting Legislation Amendment Bill 2010"", 'Climate Change and Energy Efficiency: Credit Card Breaches (Question No. 927)', 'Climate Change and Energy Efficiency: Training (Question No. 992)', 'Resources and Energy and Tourism: Overseas Travel for Departmental Staff (Question Nos 1100 and 1101)']",2012-08-14,80265,2,0,1,2,7,0,0,1,0,1,0,0
['Small-Scale Renewable Energy Scheme'],2012-08-16,91992,10,1,3,31,5,6,0,0,2,0,0,0
"['Greenhouse and Energy Minimum Standards (Registration Fees) Bill 2012, Greenhouse and Energy Minimum Standards Bill 2012']",2012-08-21,86904,9,3,2,3,5,13,0,1,0,0,0,0
"['Greenhouse and Energy Minimum Standards Bill 2012, Greenhouse and Energy Minimum Standards (Registration Fees) Bill 2012', 'Renewable Energy', 'Greenhouse and Energy Minimum Standards Bill 2012, Greenhouse and Energy Minimum Standards (Registration Fees) Bill 2012', 'Greenhouse and Energy Minimum Standards (Registration Fees) Bill 2012']",2012-08-22,115863,31,8,2,4,8,28,4,0,0,0,0,0
"['Maritime Legislation Amendment Bill 2012, Transport Safety Investigation Amendment Bill 2012, Legislative Instruments Amendment (Sunsetting Measures) Bill 2012, Statute Law Revision Bill 2012, Customs Tariff Amendment (2012 Measures No. 1) Bill 2012, Customs Tariff Amendment (Schedule 4) Bill 2012, Greenhouse and Energy Minimum Standards Bill 2012, Greenhouse and Energy Minimum Standards (Registration Fees) Bill 2012, International Monetary Agreements Amendment (Loans) Bill 2012, Statute Stocktake (Appropriations) Bill (No. 1) 2012', 'Energy Drinks']",2012-09-17,175377,8,0,3,11,4,0,0,0,0,0,0,0
"['Clean Energy Amendment (International Emissions Trading and Other Measures) Bill 2012', 'Clean Energy (Charges—Excise) Amendment Bill 2012', 'Clean Energy (Charges—Customs) Amendment Bill 2012', 'Clean Energy (Unit Issue Charge—Auctions) Amendment Bill 2012']",2012-09-19,114334,26,7,0,5,11,23,1,0,1,0,0,0
"['Greenhouse and Energy Minimum Standards Bill 2012, Greenhouse and Energy Minimum Standards (Registration Fees) Bill 2012, Transport Safety Investigation Amendment Bill 2012, Legislative Instruments Amendment (Sunsetting Measures) Bill 2012, Statute Law Revision Bill 2012, Customs Tariff Amendment (2012 Measures No. 1) Bill 2012, Customs Tariff Amendment (Schedule 4) Bill 2012, International Monetary Agreements Amendment (Loans) Bill 2012, Maritime Legislation Amendment Bill 2012, Statute Stocktake (Appropriations) Bill (No. 1) 2012, Tax Laws Amendment (2012 Measures No. 4) Bill 2012', 'Climate Change and Energy Efficiency: Departmental Staff Overseas Travel (Question No. 1104)', 'Clean Energy Future Plan (Question No. 1131)', 'Climate Change and Energy Efficiency (Question No. 1139)']",2012-10-09,116626,18,6,1,3,3,12,0,0,3,0,0,0
"['Clean Energy Amendment (International Emissions Trading and Other Measures) Bill 2012, Clean Energy (Charges—Excise) Amendment Bill 2012, Clean Energy (Charges—Customs) Amendment Bill 2012, Excise Tariff Amendment (Per-tonne Carbon Price Equivalent) Bill 2012, Ozone Protection and Synthetic Greenhouse Gas (Import Levy) Amendment (Per-tonne Carbon Price Equivalent) Bill 2012, Ozone Protection and Synthetic Greenhouse Gas (Manufacture Levy) Amendment (Per-tonne Carbon Price Equivalent) Bill 2012, Clean Energy (Unit Issue Charge—Auctions) Amendment Bill 2012', 'Clean Energy Amendment (International Emissions Trading and Other Measures) Bill 2012, Clean Energy (Charges—Excise) Amendment Bill 2012, Clean Energy (Charges—Customs) Amendment Bill 2012, Excise Tariff Amendment (Per-tonne Carbon Price Equivalent) Bill 2012, Ozone Protection and Synthetic Greenhouse Gas (Import Levy) Amendment (Per-tonne Carbon Price Equivalent) Bill 2012, Ozone Protection and Synthetic Greenhouse Gas (Manufacture Levy) Amendment (Per-tonne Carbon Price Equivalent) Bill 2012, Clean Energy (Unit Issue Charge—Auctions) Amendment Bill 2012', 'Clean Energy Amendment (International Emissions Trading and Other Measures) Bill 2012, Clean Energy (Charges—Excise) Amendment Bill 2012, Clean Energy (Charges—Customs) Amendment Bill 2012, Excise Tariff Amendment (Per-tonne Carbon Price Equivalent) Bill 2012, Ozone Protection and Synthetic Greenhouse Gas (Import Levy) Amendment (Per-tonne Carbon Price Equivalent) Bill 2012, Ozone Protection and Synthetic Greenhouse Gas (Manufacture Levy) Amendment (Per-tonne Carbon Price Equivalent) Bill 2012, Clean Energy (Unit Issue Charge—Auctions) Amendment Bill 2012']",2012-10-10,152399,104,8,5,17,9,68,5,4,6,1,1,0
"['Clean Energy Amendment (International Emissions Trading and Other Measures) Bill 2012, Clean Energy (Charges—Excise) Amendment Bill 2012, Clean Energy (Charges—Customs) Amendment Bill 2012, Excise Tariff Amendment (Per-tonne Carbon Price Equivalent) Bill 2012, Ozone Protection and Synthetic Greenhouse Gas (Import Levy) Amendment (Per-tonne Carbon Price Equivalent) Bill 2012, Ozone Protection and Synthetic Greenhouse Gas (Manufacture Levy) Amendment (Per-tonne Carbon Price Equivalent) Bill 2012, Clean Energy (Unit Issue Charge—Auctions) Amendment Bill 2012', 'Fremantle Electorate: Clean Energy Future']",2012-10-11,66960,33,1,1,4,4,31,0,0,0,1,0,0
"['Renewable Energy Target', 'Resources and Energy: Emerging Renewables Program (Question No. 1214)', 'Resources and Energy (Question No. 1215)']",2012-10-29,185998,14,2,1,71,18,2,0,0,2,0,1,0
"['Diabetes, Energy Prices']",2012-11-26,187820,6,5,2,36,26,0,1,0,1,1,0,0
"['Clean Energy Amendment (International Emissions Trading and Other Measures) Bill 2012, Clean Energy (Charges—Excise) Amendment Bill 2012, Clean Energy (Charges—Customs) Amendment Bill 2012, Excise Tariff Amendment (Per-tonne Carbon Price Equivalent) Bill 2012, Ozone Protection and Synthetic Greenhouse Gas (Import Levy) Amendment (Per-tonne Carbon Price Equivalent) Bill 2012, Ozone Protection and Synthetic Greenhouse Gas (Manufacture Levy) Amendment (Per-tonne Carbon Price Equivalent) Bill 2012, Clean Energy (Unit Issue Charge—Auctions) Amendment Bill 2012', 'Renewable Energy']",2012-11-27,128191,5,1,1,13,5,3,0,0,0,0,0,0
"['Climate Change and Energy Efficiency (Question No. 1223)', 'Resources and Energy and Tourism: Commonwealth Grants (Question Nos 1256 and 1257)', 'Climate Change and Energy Efficiency: Commonwealth Grants (Question No. 1260)']",2012-11-28,129289,7,7,0,25,12,1,0,0,1,0,0,0
['Renewable Energy'],2012-11-29,113335,7,1,0,7,5,1,1,0,0,0,0,0
"['Energy Efficiency Information Grants Program', 'Superannuation Laws Amendment (Capital Gains Tax Relief and Other Efficiency Measures) Bill 2012, Fair Entitlements Guarantee Bill 2012, Higher Education Support Amendment (Streamlining and Other Measures) Bill 2012, Superannuation Auditor Registration Imposition Bill 2012, Superannuation Legislation Amendment (MySuper Core Provisions) Bill 2012, Appropriation (Implementation of the Report of the Expert Panel on Asylum Seekers) Bill (No. 1) 2012-2013, Appropriation (Implementation of the Report of the Expert Panel on Asylum Seekers) Bill (No. 2) 2012-2013, Federal Circuit Court of Australia Legislation Amendment Bill 2012, Illegal Logging Prohibition Bill 2012, Crimes Legislation Amendment (Serious Drugs, Identity Crime and Other Measures) Bill 2012, Australian Charities and Not-for-profits Commission Bill 2012, Australian Charities and Not-for-profits Commission (Consequential and Transitional) Bill 2012, Wheat Export Marketing Amendment Bill 2012, Superannuation Legislation Amendment (Further MySuper and Transparency Measures) Bill 2012, Customs Amendment (Malaysia-Australia Free Trade Agreement Implementation and Other Measures) Bill 2012, Customs Tariff Amendment (Malaysia-Australia Free Trade Agreement Implementation) Bill 2012, Fair Work Amendment Bill 2012, Fair Work Amendment (Transfer of Business) Bill 2012, Treasury Legislation Amendment (Unclaimed Money and Other Measures) Bill 2012, Freedom of Information Amendment (Parliamentary Budget Office) Bill 2012, Corporations Legislation Amendment (Derivative Transactions) Bill 2012, Equal Opportunity for Women in the Workplace Amendment Bill 2012, Personal Liability for Corporate Fault Reform Bill 2012, Superannuation Legislation Amendment (New Zealand Arrangement) Bill 2012, National Health Security Amendment Bill 2012, Dental Benefits Amendment Bill 2012, Tax Laws Amendment (2012 Measures No. 5) Bill 2012, Tax Laws Amendment (Clean Building Managed Investment Trust) Bill 2012, Access to Justice (Federal Jurisdiction) Amendment Bill 2011, Courts Legislation Amendment (Judicial Complaints) Bill 2012, Judicial Misbehaviour and Incapacity (Parliamentary Commissions) Bill 2012, National Gambling Reform (Related Matters) Bill (No. 1) 2012, National Gambling Reform (Related Matters) Bill (No. 2) 2012, Aviation Legislation Amendment (Liability and Insurance) Bill 2012, Migration Legislation Amendment (Student Visas) Bill 2012, National Gambling Reform Bill 2012, Law Enforcement Integrity Legislation Amendment Bill 2012, Customs Tariff (Anti-Dumping) Amendment Bill (No. 1) 2012, Customs Amendment (Anti-dumping Improvements) Bill (No. 3) 2012, Privacy Amendment (Enhancing Privacy Protection) Bill 2012, Clean Energy (Charges—Customs) Amendment Bill 2012, Clean Energy (Charges—Excise) Amendment Bill 2012, Excise Tariff Amendment (Per-tonne Carbon Price Equivalent) Bill 2012, Ozone Protection and Synthetic Greenhouse Gas (Manufacture Levy) Amendment (Per-tonne Carbon Price Equivalent) Bill 2012, Ozone Protection and Synthetic Greenhouse Gas (Import Levy) Amendment (Per-tonne Carbon Price Equivalent) Bill 2012, Clean Energy (Unit Issue Charge—Auctions) Amendment Bill 2012, Clean Energy Amendment (International Emissions Trading and Other Measures) Bill 2012, Customs Amendment (Anti-dumping Improvements) Bill (No. 1) 2012, Customs Amendment (Anti-dumping Improvements) Bill (No. 2) 2012', 'Renewable Energy', 'Energy Management: Commonwealth Grants (Question Nos 1247 and 1248)']",2013-02-05,76209,18,2,1,5,5,5,0,2,0,0,0,0
['Renewable Energy'],2013-02-12,137651,14,3,2,5,9,10,0,0,0,0,0,0
['Climate Change and Energy Efficiency'],2013-02-13,161665,31,4,3,11,12,10,0,0,1,0,0,1
['Energy'],2013-03-14,94899,8,0,4,4,6,1,2,0,0,1,0,0
"['Age Pension, Clean Energy Supplement']",2013-03-19,78018,14,4,0,4,6,11,1,0,0,0,3,0
['Clean Energy Finance Corporation'],2013-05-30,111523,19,6,1,6,7,15,1,0,0,0,1,0
"['Resources, Energy and Tourism: Staffing (Question No. 1443)', 'Resources, Energy and Tourism: Staffing (Question No. 1444)']",2013-06-03,180106,12,3,4,11,23,5,2,0,1,0,0,0
['Renewable Energy'],2013-06-05,142757,21,5,1,13,12,14,1,0,1,0,0,0
"['Clean Energy Finance Corporation', 'Renewable Energy Targets', 'Renewable Energy']",2013-06-17,170714,55,10,3,8,14,40,5,0,0,0,2,0
"['Clean Energy Legislation (Carbon Tax Repeal) Bill 2013', 'Clean Energy (Income Tax Rates and Other Amendments) Bill 2013', 'Clean Energy Finance Corporation (Abolition) Bill 2013']",2013-11-13,90424,20,1,0,5,2,13,0,0,1,0,0,0
"['Clean Energy Legislation (Carbon Tax Repeal) Bill 2013, Ozone Protection and Synthetic Greenhouse Gas (Import Levy) Amendment (Carbon Tax Repeal) Bill 2013, Ozone Protection and Synthetic Greenhouse Gas (Import Levy) (Transitional Provisions) Bill 2013, Ozone Protection and Synthetic Greenhouse Gas (Manufacture Levy) Amendment (Carbon Tax Repeal) Bill 2013, True-up Shortfall Levy (General) (Carbon Tax Repeal) Bill 2013, True-up Shortfall Levy (Excise) (Carbon Tax Repeal) Bill 2013, Climate Change Authority (Abolition) Bill 2013, Customs Tariff Amendment (Carbon Tax Repeal) Bill 2013, Excise Tariff Amendment (Carbon Tax Repeal) Bill 2013, Clean Energy (Income Tax Rates and Other Amendments) Bill 2013, Clean Energy Finance Corporation (Abolition) Bill 2013', 'Clean Energy Legislation (Carbon Tax Repeal) Bill 2013, Ozone Protection and Synthetic Greenhouse Gas (Import Levy) Amendment (Carbon Tax Repeal) Bill 2013, Ozone Protection and Synthetic Greenhouse Gas (Import Levy) (Transitional Provisions) Bill 2013, Ozone Protection and Synthetic Greenhouse Gas (Manufacture Levy) Amendment (Carbon Tax Repeal) Bill 2013, True-up Shortfall Levy (General) (Carbon Tax Repeal) Bill 2013, True-up Shortfall Levy (Excise) (Carbon Tax Repeal) Bill 2013, Climate Change Authority (Abolition) Bill 2013, Customs Tariff Amendment (Carbon Tax Repeal) Bill 2013, Excise Tariff Amendment (Carbon Tax Repeal) Bill 2013, Clean Energy (Income Tax Rates and Other Amendments) Bill 2013, Clean Energy Finance Corporation (Abolition) Bill 2013']",2013-11-18,143058,61,11,2,9,13,56,2,0,3,1,2,6
"['Clean Energy Legislation (Carbon Tax Repeal) Bill 2013, Ozone Protection and Synthetic Greenhouse Gas (Import Levy) (Transitional Provisions) Bill 2013, Ozone Protection and Synthetic Greenhouse Gas (Manufacture Levy) Amendment (Carbon Tax Repeal) Bill 2013, Ozone Protection and Synthetic Greenhouse Gas (Import Levy) Amendment (Carbon Tax Repeal) Bill 2013, True-up Shortfall Levy (Excise) (Carbon Tax Repeal) Bill 2013, True-up Shortfall Levy (General) (Carbon Tax Repeal) Bill 2013, Climate Change Authority (Abolition) Bill 2013, Customs Tariff Amendment (Carbon Tax Repeal) Bill 2013, Excise Tariff Amendment (Carbon Tax Repeal) Bill 2013, Clean Energy (Income Tax Rates and Other Amendments) Bill 2013, Clean Energy Finance Corporation (Abolition) Bill 2013', 'Clean Energy Legislation (Carbon Tax Repeal) Bill 2013, Ozone Protection and Synthetic Greenhouse Gas (Import Levy) (Transitional Provisions) Bill 2013, Ozone Protection and Synthetic Greenhouse Gas (Manufacture Levy) Amendment (Carbon Tax Repeal) Bill 2013, Ozone Protection and Synthetic Greenhouse Gas (Import Levy) Amendment (Carbon Tax Repeal) Bill 2013, True-up Shortfall Levy (Excise) (Carbon Tax Repeal) Bill 2013, True-up Shortfall Levy (General) (Carbon Tax Repeal) Bill 2013, Climate Change Authority (Abolition) Bill 2013, Customs Tariff Amendment (Carbon Tax Repeal) Bill 2013, Excise Tariff Amendment (Carbon Tax Repeal) Bill 2013, Clean Energy (Income Tax Rates and Other Amendments) Bill 2013, Clean Energy Finance Corporation (Abolition) Bill 2013']",2013-11-19,78071,24,13,2,4,8,14,0,1,0,0,0,4
"['Clean Energy Legislation (Carbon Tax Repeal) Bill 2013, Ozone Protection and Synthetic Greenhouse Gas (Import Levy) Amendment (Carbon Tax Repeal) Bill 2013, Ozone Protection and Synthetic Greenhouse Gas (Import Levy) (Transitional Provisions) Bill 2013, Ozone Protection and Synthetic Greenhouse Gas (Manufacture Levy) Amendment (Carbon Tax Repeal) Bill 2013, True-up Shortfall Levy (General) (Carbon Tax Repeal) Bill 2013, True-up Shortfall Levy (Excise) (Carbon Tax Repeal) Bill 2013, Climate Change Authority (Abolition) Bill 2013, Customs Tariff Amendment (Carbon Tax Repeal) Bill 2013, Excise Tariff Amendment (Carbon Tax Repeal) Bill 2013, Clean Energy (Income Tax Rates and Other Amendments) Bill 2013, Clean Energy Finance Corporation (Abolition) Bill 2013']",2013-11-20,99015,13,3,1,8,2,9,0,1,1,0,0,0
"['Clean Energy Legislation (Carbon Tax Repeal) Bill 2013, Ozone Protection and Synthetic Greenhouse Gas (Import Levy) Amendment (Carbon Tax Repeal) Bill 2013, Ozone Protection and Synthetic Greenhouse Gas (Import Levy) (Transitional Provisions) Bill 2013, Ozone Protection and Synthetic Greenhouse Gas (Manufacture Levy) Amendment (Carbon Tax Repeal) Bill 2013, True-up Shortfall Levy (General) (Carbon Tax Repeal) Bill 2013, True-up Shortfall Levy (Excise) (Carbon Tax Repeal) Bill 2013, Climate Change Authority (Abolition) Bill 2013, Customs Tariff Amendment (Carbon Tax Repeal) Bill 2013, Excise Tariff Amendment (Carbon Tax Repeal) Bill 2013, Clean Energy (Income Tax Rates and Other Amendments) Bill 2013, Clean Energy Finance Corporation (Abolition) Bill 2013', 'Clean Energy Legislation (Carbon Tax Repeal) Bill 2013', 'Clean Energy Legislation (Carbon Tax Repeal) Bill 2013, Ozone Protection and Synthetic Greenhouse Gas (Import Levy) Amendment (Carbon Tax Repeal) Bill 2013, Ozone Protection and Synthetic Greenhouse Gas (Import Levy) (Transitional Provisions) Bill 2013, Ozone Protection and Synthetic Greenhouse Gas (Manufacture Levy) Amendment (Carbon Tax Repeal) Bill 2013, True-up Shortfall Levy (General) (Carbon Tax Repeal) Bill 2013, True-up Shortfall Levy (Excise) (Carbon Tax Repeal) Bill 2013, Climate Change Authority (Abolition) Bill 2013, Customs Tariff Amendment (Carbon Tax Repeal) Bill 2013, Excise Tariff Amendment (Carbon Tax Repeal) Bill 2013, Clean Energy (Income Tax Rates and Other Amendments) Bill 2013, Clean Energy Finance Corporation (Abolition) Bill 2013', 'Clean Energy Legislation (Carbon Tax Repeal) Bill 2013, Ozone Protection and Synthetic Greenhouse Gas (Import Levy) Amendment (Carbon Tax Repeal) Bill 2013, Ozone Protection and Synthetic Greenhouse Gas (Import Levy) (Transitional Provisions) Bill 2013, Ozone Protection and Synthetic Greenhouse Gas (Manufacture Levy) Amendment (Carbon Tax Repeal) Bill 2013, True-up Shortfall Levy (General) (Carbon Tax Repeal) Bill 2013, True-up Shortfall Levy (Excise) (Carbon Tax Repeal) Bill 2013, Climate Change Authority (Abolition) Bill 2013, Customs Tariff Amendment (Carbon Tax Repeal) Bill 2013, Excise Tariff Amendment (Carbon Tax Repeal) Bill 2013, Clean Energy (Income Tax Rates and Other Amendments) Bill 2013, Clean Energy Finance Corporation (Abolition) Bill 2013']",2013-11-21,90529,32,3,0,3,6,28,1,1,2,0,1,6
['Renewable Energy Target'],2014-02-27,99748,9,1,1,7,9,0,0,0,0,0,0,1
['Clean Energy Finance Corporation (Abolition) Bill 2013'],2014-03-20,84875,10,7,5,2,15,3,0,0,0,0,0,0
"['Clean Energy Finance Corporation (Abolition) Bill 2013 [No. 2]', 'Petition: Energy Drinks']",2014-03-27,90772,88,6,1,10,7,82,0,0,2,0,0,0
['Energy Efficiency Opportunities (Repeal) Bill 2014'],2014-05-15,102030,14,10,2,27,9,0,0,0,0,1,13,0
"['Energy Efficiency Opportunities (Repeal) Bill 2014', 'Australian Renewable Energy Agency']",2014-06-02,168342,21,14,8,35,5,6,1,2,1,1,0,0
['Energy Efficiency Opportunities (Repeal) Bill 2014'],2014-06-03,122596,25,11,2,64,4,7,0,0,2,0,0,2
['Newcastle CSIRO Energy Centre'],2014-06-04,133991,14,12,3,54,9,6,2,0,0,0,0,0
['Mandatory Renewable Energy Targets'],2014-06-16,166330,32,7,8,23,6,22,4,3,3,0,1,0
['Australian Renewable Energy Agency (Repeal) Bill 2014'],2014-06-19,94056,8,5,4,7,2,4,0,2,0,1,0,0
"['Clean Energy Legislation (Carbon Tax Repeal) Bill 2013 [No. 2]', 'Clean Energy (Income Tax Rates and Other Amendments) Bill 2013 [No. 2]', 'Clean Energy Finance Corporation (Abolition) Bill 2014']",2014-06-23,152338,18,8,1,38,17,15,1,0,0,0,0,0
"['Clean Energy Legislation (Carbon Tax Repeal) Bill 2013 [No.2], Ozone Protection and Synthetic Greenhouse Gas (Import Levy) Amendment (Carbon Tax Repeal) Bill 2013 [No. 2], Ozone Protection and Synthetic Greenhouse Gas (Manufacture Levy) Amendment (Carbon Tax Repeal) Bill 2013 [No. 2], True-up Shortfall Levy (General) (Carbon Tax Repeal) Bill 2013 [No. 2], True-up Shortfall Levy (Excise) (Carbon Tax Repeal) Bill 2013 [No. 2], Ozone Protection and Synthetic Greenhouse Gas (Import Levy) (Transitional Provisions) Bill 2013 [No. 2], Customs Tariff Amendment (Carbon Tax Repeal) Bill 2013 [No. 2], Excise Tariff Amendment (Carbon Tax Repeal) Bill 2013 [No. 2], Clean Energy (Income Tax Rates and Other Amendments) Bill 2013 [No. 2], Climate Change Authority (Abolition) Bill 2013 [No. 2], Climate Change Authority (Abolition) Bill 2013 [No. 2]', 'Clean Energy Legislation (Carbon Tax Repeal) Bill 2013 [No. 2], Ozone Protection and Synthetic Greenhouse Gas (Import Levy) Amendment (Carbon Tax Repeal) Bill 2013 [No. 2], Ozone Protection and Synthetic Greenhouse Gas (Manufacture Levy) Amendment (Carbon Tax Repeal) Bill 2013 [No. 2], True-up Shortfall Levy (General) (Carbon Tax Repeal) Bill 2013 [No. 2], True-up Shortfall Levy (Excise) (Carbon Tax Repeal) Bill 2013 [No. 2], Ozone Protection and Synthetic Greenhouse Gas (Import Levy) (Transitional Provisions) Bill 2013 [No. 2], Customs Tariff Amendment (Carbon Tax Repeal) Bill 2013 [No. 2], Excise Tariff Amendment (Carbon Tax Repeal) Bill 2013 [No. 2], Clean Energy (Income Tax Rates and Other Amendments) Bill 2013 [No. 2], Climate Change Authority (Abolition) Bill 2013 [No. 2]', 'Clean Energy Legislation (Carbon Tax Repeal) Bill 2013']",2014-06-26,91161,46,4,1,17,5,41,2,0,0,0,0,2
"['Clean Energy Legislation (Carbon Tax Repeal) Bill 2014, True-up Shortfall Levy (General) (Carbon Tax Repeal) Bill 2014, True-up Shortfall Levy (Excise) (Carbon Tax Repeal) Bill 2014, Customs Tariff Amendment (Carbon Tax Repeal) Bill 2014, Excise Tariff Amendment (Carbon Tax Repeal) Bill 2014, Ozone Protection and Synthetic Greenhouse Gas (Import Levy) Amendment (Carbon Tax Repeal) Bill 2014, Ozone Protection and Synthetic Greenhouse Gas (Manufacture Levy) Amendment (Carbon Tax Repeal) Bill 2014, Ozone Protection and Synthetic Greenhouse Gas (Import Levy) (Transitional Provisions) Bill 2014', 'Clean Energy Legislation (Carbon Tax Repeal) Bill 2014, True-up Shortfall Levy (General) (Carbon Tax Repeal) Bill 2014, True-up Shortfall Levy (Excise) (Carbon Tax Repeal) Bill 2014, Customs Tariff Amendment (Carbon Tax Repeal) Bill 2014, Excise Tariff Amendment (Carbon Tax Repeal) Bill 2014, Ozone Protection and Synthetic Greenhouse Gas (Import Levy) Amendment (Carbon Tax Repeal) Bill 2014, Ozone Protection and Synthetic Greenhouse Gas (Manufacture Levy) Amendment (Carbon Tax Repeal) Bill 2014, Ozone Protection and Synthetic Greenhouse Gas (Import Levy) (Transitional Provisions) Bill 2014', 'Future Energy Market (Question No. 108)']",2014-07-14,142208,37,5,2,17,6,32,2,0,0,0,4,2
['Renewable Energy'],2014-07-16,120380,11,13,1,53,5,4,0,0,0,0,0,0
